# 圆锥曲线问题推理过程数据集
# 共 5357 个有效样本 （这里提供了一部分样本[5008]~[7756]）
# 格式：[样本ID] 推理过程

[5008] 解析过程略
[5076] 设|PF_{2}|=t,则|PF_{1}|=\lambdat,由椭圆定义可得(\lambda+1)t=2a即(\lambda+1)^{2}t^{2}=4a^{2},由勾股定理可得(\lambda^{2}+1)t^{2}=4c^{2},两式相除可得e^{2}=\frac{\lambda^{2}+1}{(\lambda+1)^{2}},再令m=\lambda+1\in[\frac{3}{2},3]由函数的性质可得e^{2}的范围,进而可得椭圆离心率的取值范围.羊解】设F_{1}(-c,0),F_{2}(c,0),由椭圆的定义可得|PF_{1}|+|PF_{2}|=2a设|PF_{2}|=t,则|PF_{1}|=\lambdat,所以(\lambda+1)t=2a,即(\lambda+1)^{2}t^{2}=4a^{2},\textcircled{1}因为\angleF_{1}PF_{2}=\frac{\pi}{2},所以(2^{2}+1)t^{2}=4c^{2},\textcircled{2}两式相除可得\frac{\lambda^{2}+1}{(\lambda+1)^{2}}=\frac{c^{2}}{a^{2}}=e^{2},令m=\lambda+1\in[\frac{3}{2},3]可得\lambda=m-1所以e^{2}=\frac{\lambda^{2}+1}{(\lambda+1)^{2}}=\frac{(m-1)^{2}+1}{m^{2}}=\frac{m2-2m+2}{m^{2}}=2\cdot(\frac{1}{m})^{2}-2\cdot\frac{1}{m}+=2\cdot(\frac{1}{m}-\frac{1}{2})^{2}+\frac{1}{2}因为\frac{3}{2}\leqslantm\leqslant3,所以\frac{1}{3}\leqslant\frac{1}{m}\leqslant\frac{2}{3},所以当\frac{1}{m}=\frac{1}{2}即m=2,\lambda=1时e^{2}取得最小值\frac{1}{2},此时e最小为\frac{\sqrt{2}}{2}当\frac{1}{m}=\frac{1}{3}或\frac{2}{3}即m=3,\lambda=\frac{3}{2}时e^{2}取得最大值\frac{5}{9},此时e最大为\frac{\sqrt{5}}{3}所以椭圆离心率的取值范围为\frac{\sqrt{2}}{2}\leqslantx\leqslant\frac{\sqrt{5}}{3},

[5080] 因为F_{1},F_{2}为椭圆\frac{x^{2}}{16}+\frac{y^{2}}{7}=1的左右焦点,又一直线过F_{1}交椭圆于A、B两点所以有:|AF_{1}|+|AF_{2}|=2a=8,|BF_{1}|+|BF_{2}|=2a=8,所以AABF_{2}的周长为|AB|+|AF_{2}|+|AF_{1}|=|AF_{1}|+|AF_{2}|+|BF_{1}|+|BF_{2}|=16

[5081] 由\frac{1}{IF_{1}}+\frac{1}{IF_{2}}=\frac{MF_{1}+MF_{2}}{MF_{1}\cdotMF_{2}}=\frac{10}{MF_{1}\cdotMF_{2}},MF_{1}\cdotMF_{2}的最大值为a^{2}=25,能求出\frac{1}{MF_{1}}+\frac{1}{MF_{2}}的最小值.\because椭圆C:\frac{x^{2}}{25}+\frac{y^{2}}{16}=1的左右焦点为F_{1},F_{2},M为椭圆C上的动点,\therefore\frac{1}{MF_{1}}+\frac{1}{MF_{2}}=\frac{MF_{1}+MF_{2}}{MF_{1}\cdotMF_{2}}\frac{10}{MF_{1}\cdotMF_{2}}\becauseMF_{1}\cdotMF_{2}的最大值为a^{2}=25,\frac{1}{MF_{1}}+\frac{1}{MF_{2}}的最小值d_{\min}=\frac{10}{25}=\frac{2}{5}.

[5082] 由\frac{x^{2}}{4}+y2=1可得a=2,b=1,所以c=\sqrt{3},所以焦点F_{1}(-\sqrt{3},0),F_{2}(\sqrt{3},0)要使得\angleF_{1}PF_{2}最大,则过F_{1},F_{2},P三点的圆必定与直线x-\sqrt{3}y+4+\sqrt{3}=0相切于点P.直线x-\sqrt{3}y+4+\sqrt{3}=0交x轴于点A(-4-\sqrt{3},0).因为\angleAPF_{1}=\angleAF_{2}P,\anglePAF_{1}=\angleF_{2}AP所以\triangleAPF_{1}\triangleAF_{2}P,可得\frac{|PF_{1}|}{|PF_{2}|}=\frac{|AP|}{|AF_{2}|}所以|\frac{|PF_{1}|}{|PF_{2}|}=\sqrt{\frac{|AP|^{2}^{2}}{|AF_{2}|^{2}}}=\sqrt{\frac{|AF_{1}|=4,|AF_{2}|=4+2\sqrt{3}}{|AF_{2}|^{2}2}|}=\sqrt{\frac{|AF_{1}|}{|AF_{2}|}}=\sqrt{\frac{4}{4+2\sqrt{3}}}=\sqrt{4-2\sqrt{3}}=\sqrt{3}-1,

[5083] 设A(x_{1},y_{1},B(x_{2},y_{2}),因为直线l与椭圆M相交于A,B两点所以有\begin{cases}\frac{x_{1}^{2}}{4}+y_{1}^{2}=1\\\frac{x_{2}}{4}+y_{2}=1\end{cases},两式作差得:y_{1}-y_{2}^{2}=\frac{x_{2}}{4}-\frac{x_{1}}{4}整理得k_{AB}=\frac{y_{1}-y_{2}}{x_{1}-x_{2}}=-\frac{1}{4}\times\frac{x_{1}+x_{2}}{y_{1}+y_{2}}因为点D(1,\frac{1}{2})是弦AB的中点,所以x_{1}+x_{2}=2,y_{1}+y_{2}=1,所以k_{AB}=-\frac{1}{2}所以直线l的方程为y-\frac{1}{2}=-\frac{1}{2}(x-1),整理得x+2y-2=0

[5084] 由题意,PF_{2}=a,PF_{1}=3a,所以a^{2}+(3a)^{2}=(2c)^{2},所以离心率e=\frac{c}{a}=\frac{\sqrt{10}}{2}

[5085] 根据椭圆的几何性质,椭圆上的点到一个焦点的最大距离为a+c,由已知焦距为4,且椭圆上的点到一个焦点的最大距离为5所以可知c=2,a=3.所以,椭圆上的点到一个焦点的最小距离为a-c=1

[5087] 抛物线y^{2}=16x的焦点F(4,0),准线为x=-4,如图,过P作PM垂直准线于点M,则|PF|=|PM|=d所以|PQ|+d=|PQ|+|PF|,由图可知当P,Q,F三点共线时,|PQ|+|PF|取得最小值,即最小值为|FQ|,|FQ|=\sqrt{4^{2}+3^{2}}=5,所以|PQ|+d的最小值为5,

[5088] 由双曲线的几何性质易知圆C过双曲线同一支上的顶点和焦点,所以圆C的圆心的横坐标为4.故圆心坐标为(4,\pm\frac{4\sqrt{7}}{3})\therefore它到中心(0,0)的距离为d=\sqrt{16+\frac{112}{9}}=\frac{16}{3}

[5089] 设P点的坐标为(x,y)因为|PA|-|PB|=\pm4\Rightarrow||PA|-|PB||=4所以P点的轨迹为焦点在x轴的双曲线且c=3,2a=4\Rightarrowa=2所以b=\sqrt{c^{2}-a^{2}}=\sqrt{5}所以P点的轨迹方程为:\frac{x^{2}}{4}-\frac{y^{2}}{5}=1

[5092] 由题,a^{2}=9,b^{2}=4,c^{2}=a^{2}-b^{2}=5,所以c=\pm\sqrt{5},故焦点坐标为(\pm\sqrt{5},0)

[5094] 设圆心为(a,a),半径为r,由题知a>0,过点(-1,2),则(a+1)^{2}+(a-2)^{2}=r^{2}被x轴截得的弦长为4\sqrt{2}则a_{2}+(\frac{4\sqrt{2}}{2})^{2}=r^{2}由\begin{cases}(a+1)\\\end{cases}^{2}+(a-2)解得\begin{cases}a=3\\r=\sqrt{17}\end{cases}.故圆的方程为(x-3)^{2}+(y-3)^{2}=17

[5095] 设\triangleF_{1}F_{2}P的外接圆的圆心为O,则O'在F_{1}F_{2}的垂直平分线上又\becauseP在x=a上,O在y轴上\therefore|OP|\geqslanta,即当\triangleF_{1}F_{2}P的外接圆的半径为|OP|=a时,面积最小由题意可知,|PA|=|OO|=c,|OP|=|OF_{2}|=a在直角三角形O'OF_{2}中,c^{2}+c^{2}=a^{2},即e=\frac{c}{a}=\frac{\sqrt{2}}{2}

[5096] 椭圆x^{2}+\frac{y^{2}}{4}=1,a=2,b=1,则c=\sqrt{4-1}=\sqrt{3}椭圆x^{2}+\frac{y^{2}}{4}=1的焦距为:2\sqrt{3}

[5097] 由已知F(2,0),双曲线的一条渐近线为y=x,由\begin{cases}y=x\\y2=8x\end{cases}得\begin{cases}x=0\\y=0\end{cases}或\begin{cases}x=8\\y=8\end{cases},即A(0,0),B(8,8),所以S_{\triangleABF}=\frac{1}{2}\times2\times8=8.

[5098] 因为AB是圆的直径,必过圆心(2,1)点,设AB所在直线方程为l_{AB}:y-1=k(x-2)设A、B点坐标分别为A(x_{1},y_{1}),B(x_{2},y_{2}),都在Q上,故\begin{cases}\frac{x^{2}}{2a^{2}}-\frac{y^{2}}{a^{2}}=1\\\frac{x^{2}}{2a}-\frac{y^{2}}{a^{2}}=1\end{cases}(因为(2,1)是AB的中点),即k=联立直线AB与Q的方程:\begin{cases}y=x-1\\\frac{x^{2}}{2a^{2}}-\frac{y^{2}}{a^{2}}=1\end{cases}\Rightarrowx^{2}-4x+2+2a^{2}=0又|AB|=2,即|AB|^{2}=4,即(x_{1}-x_{2})^{2}+(y_{1}-y_{2})^{2}=4,又因为y_{1}-y_{2}=x_{1}-x_{2},则有4=2(x_{1}-x_{2})^{2}=2[(x_{1}+x_{2})^{2}-4x_{1}x_{2}]=2[4^{2}-4(2+2a^{2})]即8-8a^{2}=2,\thereforea=\pm\frac{\sqrt{3}}{2}

[5099] 过F_{1}的直线l与双曲线C的一条渐近线垂直,设垂足为A,易得|F_{1}A|=b,\cos\angleQF_{1}O=\frac{b}{c},又|PQ|-|PF_{2}|=a,所以|PF_{1}|-|QF_{1}|-|PF_{2}|=a,而|PF_{1}|-|PF_{2}|=2a,故|QF_{1}|=a|QF_{2}|=3a,在\triangleQF_{1}O中,利用余弦定理可得:9a^{2}=a^{2}+4c^{2}-2a\times2c\times\frac{b}{c},即2a^{2}=c^{2}-aba^{2}+ab-b^{2}=0,得:\frac{b}{a}=\frac{\sqrt{5}+1}{2},故渐近线方程为:y=\pm\frac{\sqrt{5}+1}{2}x

[5102] 由题意可得F_{1}(0,c),F_{2}(0,-c)\becauseAB过点F_{1}且与y轴垂直,\therefore点A坐标为(-\frac{b^{2}}{a},c).又S_{\DeltaABC}=3S_{ABCF_{2}},\therefore|AF_{2}|=2|F_{2}C|即\overrightarrow{AF}_{2}=2\overrightarrow{F_{2}C}\therefore\overrightarrow{F_{2}C}=\frac{1}{2}\overrightarrow{AF_{2}}=\frac{1}{2}(\frac{b^{2}}{a},-2c)=(\frac{b^{2}}{2a},-c)\therefore点C(\frac{b^{2}}{2a},-2c)\because点C在椭圆上,\therefore\frac{4c^{2}}{a^{2}}+\frac{b^{2}}{4a^{2}}=1'由b^{2}=a^{2}-c^{2}可得\frac{4c^{2}}{a^{2}}+\frac{a^{2}-c^{2}}{4a^{2}}=1即4e^{2}-\frac{1}{4}e^{2}+\frac{1}{4}=1解得e=\frac{\sqrt{5}}{5}

[5103] 在椭圆\frac{x^{2}}{9}+\frac{y^{2}}{4}=1中,a=3,b=2,故长轴长为6,由抛物线的焦点F到准线的距离与椭圆的长轴长相等可得p=6,故抛物线的标准方程为y^{2}=12x,

[5104] 因为抛物线C:y^{2}=4x的焦点F(1,0),所以过C的焦点且斜率为k的直线为y=k(x-1),联立方程组\begin{cases}y^{2}=4x\\y=k(x-1)\end{cases},消去x得ky^{2}-4y-4k=0设A(x_{1},y_{1}),B(x_{2},y_{2}),则y_{1}+y_{2}=\frac{4}{k},y_{1}y_{2}=-4联立方程组\begin{cases}y^{2}=4x\\y=k(x-1)\end{cases},消去y得k^{2}x^{2}-(2k^{2}+4)x+k^{2}=0由一元二次方程的根与系数关系知x_{1}+x_{2}=\frac{2k^{2}+4}{k^{2}},x_{1}x_{2}=1,因为\overrightarrow{MA}\cdot\overrightarrow{MB}=0,所以(x_{1}+1,y_{1}+1)\bullet(x_{2}+1,y_{2}+1)=0,所以x_{1}x_{2}+x_{1}+x_{2}+1+y_{1}y_{2}-(y_{1}+y_{2})+1=0所以1+\frac{2k^{2}+4}{k^{2}}+1-4-\frac{4}{k}+1=0,解得k=2

[5105] 依题意,抛物线的标准方程是x^{2}=2my,直线3x-4y-24=0中,令x=0可求得抛物线的焦点坐标,从而求得答案.详解】\because抛物线的顶点在原点,对称轴是y轴,\therefore抛物线的标准方程为x^{2}=2my,\because其焦点在直线3x-4y-24=0上,\therefore令x=0得y=-6,\therefore焦点F(0,-6)\thereforem=-12.\therefore抛物线的标准方程是x^{2}=.A_{1},

[5110] 利用抛物线的准线方程可求得实数a的值[详解]抛物线y^{2}=4ax的准线方程为x=-a,则-a=-2,因此,a=2

[5111] 因为(m,3)是抛物线x^{2}=2py(p>0)上的点,所以点(m,3)到焦点的距离3-(-\frac{p}{2})=5,解得p=4,所以抛物线方程为x^{2}=8y.点(m,3)代入x^{2}=8y得m^{2}=24

[5112] 由|FA|=2|FB|得:|AM|=2|BN|,所以故点B为AP的中点,|OB|=\frac{1}{2}|AF|,|OB|=|BF|,得B(2\sqrt{2},1),所以k_{AB}=k_{PB}=\frac{1-(-2)}{2\sqrt{2}-0}=\frac{3}{2\sqrt{2}}=\frac{3\sqrt{2}}{4}由已知,直线y=kx-2(k>0)过点P(0,-2),恰好是抛物线C:x^{2}=8y的准线l:y=-2与y轴的交点,如下图所示,过点A,B分别作AM\botl于M,BN\botl于N,由|FA|=2|FB|,则|AM|=2|BN|\therefore点B为AP的中点,连接OB,则|OB|=\frac{1}{2}|AF|,\thereforeOB=BF,\therefore点B的纵坐标为1,B(2\sqrt{2},1)\thereforek_{AB}=k_{PB}=\frac{1-(-2)}{2\sqrt{2}-0}=\frac{3}{2\sqrt{2}}=\frac{3\sqrt{2}}{4}

[5113] 由题知:y=\frac{1}{a}x与圆(x-1)^{2}+(y+2)^{2}=4相切,所以圆心到渐近线的距离d=\frac{|1+2a|}{\sqrt{1+a^{2}}}=2,解得a=\frac{3}{4}

[5114] 利用待定系数法设出所求双曲线标准方程\frac{x^{2}}{2}-y^{2}=\lambda(\lambda\neq0),再将点A(-2,2)代入可解得结果[详解]设与双曲线\frac{x2}{2}-y^{2}=1有公共渐近线的双曲线标准方程是\frac{x^{2}}{2}-y^{2}=\lambda(\lambda\neq0)因为双曲线\frac{x^{2}}{2}-y^{2}=1过A(-2,2),所以\frac{4}{2}-4=\lambda,即\lambda=-2,所以所求双曲线的标准方程为\frac{y^{2}}{2}-\frac{x^{2}}{4}=1

[5115] 根据椭圆方程,求出a,b,即可求解.设椭圆的焦距为2c,椭圆方程为\frac{x^{2}}{5}+\frac{y^{2}}{4}=1\thereforea^{2}=5,b^{2}=4,\thereforec=1

[5117] 因为抛物线方程为y^{2}=-4\sqrt{2}x,故可得F(-\sqrt{2},0),准线方程x=\sqrt{2}则以F为圆心且与l相切的圆的半径为2\sqrt{2}故满足题意的圆方程为(x+\sqrt{2})^{2}+y^{2}=8

[5118] 曲线x^{2}-xy+2y+k=0经过点P(-t,t),则t^{2}+t^{2}+2t+k=0,即k=-2t^{2}-2t=-2(t+\frac{1}{2})^{2}+\frac{1}{2},故k\in(-\infty,\frac{1}{2}]

[5119] 设A(x_{1},y_{1}),B(x_{2},y_{2}),焦点弦AB方程为:x=my+\frac{p}{2}\textcircled{1}与抛物线方程联立可得y^{2}-2pmy-p^{2}=0,则y_{1}+y_{2}=2pm\Rightarrowm=\frac{y_{1}+y_{2}}{2p}代入\textcircled{1}可得直线AB方程为2px-(y_{1}+y_{2})y-p^{2}=0,因为点M(\frac{3}{4}p,y_{m})为线段AB的中点,所以\frac{1}{2}p^{2}=(y_{1}+y_{2})y_{m}=2y_{m}2,\thereforey_{m}=\pm\frac{p}{2}

[5120] 如图所示,不妨设渐近线l_{1}的斜率大于0.由\overrightarrow{OF_{2}}+\overrightarrow{OQ}=2\overrightarrow{OP}得,P是线段F_{2}Q的中点又因为OP\botF_{2}Q,所以\angleQOP=\angleF_{2}OP=\angleF_{1}OQ.又\angleF_{1}OQ+\angleF_{2}OP+\angleQOP=\pi,所以\angleF_{2}OP=\frac{\pi}{3}故直线l_{1}的斜率为\sqrt{3},即\frac{b}{a}=\sqrt{3},故e=\sqrt{1+\frac{b^{2}}{a^{2}}}=2

[5121] 如图所示:当直线AB斜率为零时,显然不符合题意,由题意可知,F_{1}(-1,0),F_{2}(1,0)设直线AB:x=my+1,A(x_{1},y_{1}),B(x_{2},y_{2}),不妨假设点A在x轴上方.由\begin{cases}\frac{x^{2}}{2}+y^{2}=1\\x=my+1\end{cases}化简可得,(m^{2}+2)y^{2}+2my-1=0.所以y_{1}+y_{2}=-\frac{2m}{m^{2}+2},y_{1}y_{2}=\frac{-}{m^{2}}\frac{-1}{+2}即\triangleABF_{1}的面积为\frac{1}{2}\times|F_{1}F_{2}|\times|y_{1}-y_{2}|=\frac{4}{3},即|y_{1}-y_{2}|=\frac{4}{3},于是有当m=1时,y_{1}+y_{2}=-\frac{2}{3},所以y_{1}=+\frac{4}{m^{2}+2}=\frac{16}{9},化简得,2m^{4}-m^{2}-1=0,解得m^{2}=1,所以y_{1}y_{2}=-\frac{1}{3}\frac{1}{3},y_{2}y_{2}=-1,所以\frac{|F_{2}A|}{|F_{2}B|}=|\frac{y_{1}}{y_{2}}|=\frac{1}{3}当m=-1时,y_{1}+y_{2}=\frac{2}{3},y_{1}=1,y_{2}=-\frac{1}{3},所以\frac{|F_{2}A|}{|F_{2}B|}=|\frac{y_{1}}{y_{2}}|=3.同理可知,当点B在x轴上方时,\frac{|F_{2}A|}{|F_{2}B|}=\frac{1}{3}或3.

[5122] 不妨设P在双曲线的右支上,由双曲线的定义可知|PF_{1}|\cdot|PF_{2}|=2\sqrt{2},又|PF_{1}|+|PF_{2}|=4\sqrt{2}\therefore|PF_{1}|=3\sqrt{2},|PF_{2}|=\sqrt{2},又|F_{1}F_{2}|=2c=2\sqrt{3},\therefore\cos\angleF_{1}PF_{2}=\frac{PF_{1}2+PF_{2}-F_{1}F_{2}^{2}}{2PF_{1}\cdotPF_{2}}=\frac{2}{3},\sin\angleF_{1}PF_{2}=\sqrt{1^{2}-\cos^{2}\angleI}-\frac{\sqrt{5}}{3},\therefore\trianglePF_{1}F_{2}的面积为\frac{1}{2}\times3\sqrt{2}\times\sqrt{2}\times\frac{\sqrt{5}}{3}=\sqrt{5}.

[5123] 由题意得:如图,设左焦点为F,|AF|=m,连接AF',BF,CF又3|AF|=|AC|,则|FC|=2m,|AF|=2a+m,|CF|=2a+2m,|FF|=2c所以四边形FAFB为矩形所以在Rt\triangleAFC中,|AF|^{2}+|AC|^{2}=|CF|^{2},即(2a+m)^{2}+(3m)^{2}=(2a+2m)^{2}化简得m=\frac{2a}{3}又在Rt\triangleAFF中,|AF|^{2}+|AF|^{2}=|FF|^{2},所以(2a+\frac{2a}{3})^{2}+(\frac{2a}{3})^{2}=(2c)^{2},化简得\frac{c^{2}}{a^{2}}=\frac{17}{9},即e=\frac{\sqrt{17}}{3}

[5124] \because双曲线C:x^{2}-\frac{y^{2}}{b^{2}}=1(b>0)的离心率为2\therefore\frac{c}{a}=\sqrt{1+\frac{b^{2}}{1}}=2\thereforeb=\sqrt{3}

[5125] 设双曲线的右焦点F(c,0),其中一条渐近线方程y=\frac{b}{a}x'即bx-ay=0则点(c,0)到直线bx-ay=0的距离d=\frac{|bc|}{\sqrt{a^{2}+b^{2}}}=\frac{bc}{c}=b即双曲线的焦点到渐近线的距离d=b,由双曲线方程可知,C:\frac{x2}{a}-\frac{y^{2}}{5}=1(a>0),b=\sqrt{5}即焦点到新近线的距离为\sqrt{5}

[5126] 由题意,点P为直线x=-\frac{a2}{c}上的一个动点,设点P(-\frac{a^{2}}{c},m),因为F_{1}(-c,0),F_{2}(c,0),可得_{k}-\frac{b^{2}}{m},k_{PF_{2}}=-\frac{c^{2}+a^{2}}{m}可得\tan\angleF_{1}PF_{2}\frac{c2}{2}=\frac{c}{\sqrt{(c^{2}+a^{2})b^{2}}}=\tan\frac{\pi}{6}=\frac{\sqrt{3}}{3},又由c^{2}=a^{2}-

[5127] 不妨设点P在双曲线的右支上,则|PF_{1}|-|PF_{2}|=2a=2\sqrt{2},|F_{1}F_{2}|=2c=4在\triangleF_{1}PF_{2}中,由余弦定理,\cos\angleF_{1}PF_{2}=\frac{|PF_{1}|^{2}+|PF_{2}|^{2}-|F_{1}F_{2}|^{2}}{2|PF_{1}|\cdot|PF_{2}|}=\frac{(|PF_{1}|-|PF_{2}|)^{2}+2|PF_{1}|\cdot|PF_{2}|-|F_{1}F_{2}|^{2}}{2|PF_{1}|\cdot|PF_{2}|}=\frac{1}{2}\therefore|PF_{1}|\cdot|PF_{2}|=8,\thereforeS=\frac{1}{2}|PF_{1}|\cdot|PF_{2}|\sin60^{\circ}=2\sqrt{3}

[5128] 椭圆\frac{x^{2}}{m-1}+\frac{y^{2}}{3-m}=1的焦点在x轴上,\thereforem-1>3-m>0,解得:2<m<3,

[5129] 由已知条件得双曲线mx^{2}+y^{2}=1的标准方程为y^{2}-\frac{x^{2}}{-\frac{1}{m}}=则a^{2}=1,b^{2}=-\frac{1}{m},实轴长为2,虚轴长为2\sqrt{-\frac{1}{m}}

[5130] 设直线的方程与抛物线联立求出两根之积.若CBF=90^{\circ},可得\overrightarrow{CB}\cdot\overrightarrow{FB}=0,可得B的坐标进而求出A的坐标,由抛物线的性质:到焦点的距离等于到准线的距离可得结论由抛物线的方程可得:焦点F(2,0),准线方程为x=-2.\thereforeC的坐标(-2,0).由抛物线的对称性,假设直线AB的斜率大于0,设直线AB的方程为:y=k(x-2)设A(x_{1},y_{1}),B(x_{2},y_{2}),在x轴上方,即x_{1}>x_{2}联立直线与抛物线的方程可得:\begin{cases}y=k(x-\\y^{2}=8x\end{cases}-2)消掉y可得:k^{2}x^{2}-(4k^{2}+8)x+4k^{2}=0,x_{1}+x_{2}=\frac{8+4k^{2}}{k^{2}},x_{1}x_{2}=4--\textcircled{1}若\angleCBF=90^{\circ}可得\overrightarrow{CB}\cdot\overrightarrow{FB}=0.即(x_{2}+2,y_{2})(x_{2}-2,y_{2})=0即x_{2}2-4+y_{2}=0,故x_{2}^{2}+8x_{2}-4=0,可得x_{2}=-4+2\sqrt{5}代入\textcircled{1}可得x=2\sqrt{5}+4由抛物线的性质:到焦点的距离等于到准线的距离可得|AF|-|BF|=(x_{1}+2)-(x_{2}+2)=x_{1}-x_{2}=(2\sqrt{5}+4)-(2\sqrt{5}-4)=8

[5131] 由已知e=\frac{c}{a}=\sqrt{1-\frac{b^{2}}{a^{2}}}=\frac{\sqrt{3}}{2},所以a=2b,所以a=\frac{2}{\sqrt{3}}c,b=\frac{c}{\sqrt{3}},则椭圆方程\frac{x^{2}}{a^{2}}+\frac{y^{2}}{b^{2}}=1变为\frac{3}{4}x^{2}+3y^{2}=c^{2}.设AA(x_{1},y_{1}),B(x_{2},y_{2}),又\overrightarrow{AF}=3\overrightarrow{FB},所以(c-x_{1},-y_{1})=3(x_{2}-c,y_{2}),所以\begin{cases}c-x_{1}=3(x_{2}\\-y_{1}=3y_{2}\end{cases}所以\begin{cases}x_{1}+3x_{2}=4c\\y_{1}+3y_{2}=0\end{cases}\frac{3}{4}x_{1}^{2}+3y_{1}^{2}=c^{2}\textcircled{1}\frac{3}{4}x_{2}^{2}+3y_{2}^{2}=c^{2}\textcircled{2}.\textcircled{1}-9\times\textcircled{2},得\frac{3}{4}(x_{1}+3x_{2})(x_{1}-3x_{2})+3(y_{1}+3y_{2})(y_{1}-3y_{2})=-8c^{2},所以\frac{3}{4}\times4c(x_{1}-3x_{2})=-8c^{2},所以x_{1}-3x_{2}=-\frac{8}{3}c,所以x_{1}=\frac{2}{3}c,x_{2}=\frac{10}{9}c,从而y_{1}=-\frac{\sqrt{2}}{3}c^{2}y_{2}=\frac{\sqrt{2}}{9},所以A(\frac{2}{3}c,-\frac{\sqrt{2}}{3}c),B(\frac{10}{9}c,\frac{\sqrt{2}}{9}c),故k=\sqrt{2}

[5132] 分析:根据抛物线的定义可知|AF|=y_{0}+\frac{p}{2}=y_{0}+1=2,解得y_{0}=1,得A(2,1),作抛物线的焦点F(0,1),关于抛物线准线y=-1的对称点得F_{1}(0,-3),连接AF_{1}交抛物线的准线y=-1于点P,使得|PA|+|PF|取得最小值,此时点P的坐标为(1,-1),在APAF中,分别应用正、余弦定理,即可求解结果.详由抛物线x^{2}=4y的方程可知F(0,1),设A(x_{0},y_{0}),又由|AF|=2,根据抛物线的定义可知|AF|=y_{0}+\frac{p}{2}=y_{0}+1=2.解得y_{0}=1,代入抛物线的方程,可得x_{0}=2,即A(2,1),作抛物线的焦点F(0,1),关于抛物线准线y=-1的对称点得F_{1}(0,-3)连接AF_{1}交抛物线的准线y=-1于点P,此时能使得|PA|+|PF|取得最小值此时点P的坐标为(1,-1),由余弦定理得\cos\angleAPF=\frac{(\sqrt{5})+(\sqrt{5}}{2}\times\sqrt{5}\times\sqrt{5}-\frac{3}{5},则\sin\angleAPF=\frac{4}{5}由正弦定理得2R=\frac{|AF|}{\sin\angleAPF}=\frac{2\times5}{4}=\frac{5}{2},所以R=\frac{5}{4},即三角形外接圆的半径为R=\frac{5}{4}

[5135] 过B作准线为l的垂线,垂足为B_{1},准线l与x轴交于点M,AABB_{1}与AAFM相似得:\frac{|AB|}{|AF|}=\frac{|B_{1}B|}{|MF|}令|FB|=m,由抛物线定义得|B_{1}B|=m,|AB|=2m,|AF|=3m,代入\frac{|AB|}{|AF|}=\frac{|B_{1}B|}{|MF}得:\frac{2m}{3m}=\frac{m}{2},m=\frac{4}{3},所以|\overrightarrow{AF}|=3m=4.

[5136] 将抛物线的方程化为标准方程,即可求得结果抛物线的标准方程为y^{2}=10x,则2p=10,可得p=5.因此,抛物线x=\frac{1}{10}y2的焦点到准线的距离是5

[5137] 设点P的坐标为(x,y),点R(m,n),则n=2m-4\textcircled{1}.由\overrightarrow{RA}=\overrightarrow{AP}可得(1-m,-n)=(x-1,y)\therefore1-m=x-1,-n=y,即m=2-x,n=-y,代入\textcircled{1}可得y=2(2-x)-4,化简可得y=2x,

[5138] 设P(m,n),y=-\frac{b}{a}x+d是过P与渐近线y=-\frac{b}{a}x平行的直线,交y轴于D(0,d)点,与渐近线y=\frac{b}{a}x交于M(x_{1},y_{1}),联立\begin{cases}y=-\frac{b}{a}x+d\\y=\frac{b}{a}x\end{cases}解得x_{1}=\frac{bm+an}{2b}则S_{\triangleDOM}=\frac{1}{2}|x_{1}\cdotd|,由题知四边形OMPN是平行四边形又P(m,n)在双曲线上,应满足\frac{m^{2}}{a^{2}}-\frac{n^{2}}{b^{2}}=1,即b^{2}m^{2}-a^{2}n^{2}=a^{2}b^{2}则S_{OMPN}=2S_{\DeltaOMP}=2(S_{\DeltaOPD}-S_{\DeltaDMO})=|md|-|x_{1}\cdotd|=|(m-x_{1})d|=|\frac{(bm-an)(bm+an)}{2ab}|=\frac{a2b^{2}}{2ab}=\frac{ab}{2}则S=\frac{1}{2}S_{OMPN}=\frac{ab}{4}\geqslant\frac{b^{2}}{2},解得\frac{b}{a}\leqslant\frac{1}{2}可得离心率e=\frac{c}{a}=\sqrt{1+\frac{b^{2}}{a2}}\leqslant\frac{\sqrt{5}}{2}所以离心率的范围为(1,\frac{\sqrt{5}}{2}]'

[5140] 由题意可得a不为0,当a>0时,\begin{cases}x=a\\y^{2}=4a^{2}\end{cases}\Rightarrowy+2a,所以4a=4,a=1,抛物线的焦点为(1,0)当a<0时,.x=a^{a2}\Rightarrowy=\pm2a,所以4a=4,a=1,抛物线的焦点为(1,0).

