# 圆锥曲线问题推理过程数据集
# 共 5357 个有效样本 ([2]~[7756])
# 格式：[样本ID] 推理过程

[104] 设|PF_{1}|=m,|PF_{2}|=n,|F_{1}F_{2}|=2c,由双曲线的定义和直角三角形中的性质,可得m,n的关系,由a,b,c的关系可得b,再由双曲线的渐近线方程即可得到所求.详解】设|PF_{1}|=m,|PF_{2}|=n,|F_{1}F_{2}|=2c,在直角\trianglePF_{1}F_{2}中,\anglePF_{1}F_{2}=30^{\circ}可得m=2n,则m-n=2a=n,即a=\frac{1}{2}n,2c=\sqrt{3}n,即c=\frac{\sqrt{3}}{2}n,b=\sqrt{c^{2}-a^{2}}=\frac{\sqrt{2}}{2}n,可得双曲线的渐近线方程为y=\pm\frac{b}{x},即为y=\pm\sqrt{2}x,

[105] 由题知,|AB|=x_{1}+x_{2}+p=5+2=7

[108] 设A(x_{1},y_{1}),B(x_{2},y_{2}),因为以AB为直径的圆经过原点,所以OA\botOB,即x_{1}x_{2}+y_{1}y_{2}=0由\begin{cases}y+4m=mx\\y2=2px\end{cases},消去x得my^{2}-2py-8mp=0,\thereforey_{1}y_{2}=-8p,(y_{1}y_{2})^{2}=4p^{2}x_{1}x_{2}|x|=16\therefore16-8p=0,解得p=2,\therefore抛物线的方程为v2=4x,

[109] 当a+1=0时,即当a=-1时,直线的方程为y=-1,抛物线的方程为y^{2}=-x联立直线与抛物线的方程\begin{cases}y=-1\\y2=x\end{cases},解得\begin{cases}x=1\\y=-1\end{cases},此时直线与抛物线只有一个交点当a+1\neq0且a\neq0时,即当a\neq-1且a\neq0时,联立\begin{cases}y=(a+1)x-1\\v2=x\end{cases}得(a+1)y^{2}-ay-a=0,则A=a^{2}+4a(a+1)=a(5a+4)=0,解得a=-\frac{4}{5}因此,a=-\frac{4}{5}或-1

[110] 设P(x,y),则|x|+1=\sqrt{(}若x\geqslant0,则x+1=\sqrt{(}方并整理得y^{2}=4x若x<0,则1-x=\sqrt{(x-1)^{2}+y^{2}},两过边平方并整理得y=0.\thereforeP点轨迹方程为y=0(x<0)或y^{2}=4x;

[111] 由题可知:抛物线y^{2}=8x的焦点为:F(2,0),抛物线y^{2}=8x的准线方程为:x=-2,不妨设P(m,n),则A(-2,n),8m=n^{2}.直线AF斜率为-\sqrt{3},所以\angleAFx=\frac{2\pi}{3},\therefore|AB|=|BF|\tan60^{\circ}=4\sqrt{3},\thereforen=4\sqrt{3}得:8m=48,解得:m=6.

[112] 设P(2,2\sqrt{p}),由y=\sqrt{2px},得y'=\sqrt{2p}\frac{1}{2\sqrt{x}},则当x=2时,y'=\frac{\sqrt{p}}{2},所以过F且与l平行的直线方程为y=\frac{\sqrt{p}}{2}(x-\frac{p}{2}),代入M(7,2\sqrt{p}),得7-\frac{p}{2}=4,解得p=6,

[113] 因为椭圆的离心率为\frac{1}{2},焦距为2,c=1e=\frac{c}{a}=\frac{1}{a}=\frac{1}{2},所以a=2,由b^{2}=a^{2}-c^{2}=4-1=3,得b=\sqrt{3}则椭圆的短轴长2b=2\sqrt{3},

[118] 由圆(x-2)^{2}+y^{2}=1可得,圆心F(2,0),半径r=1,设所求动圆圆心为P(x,y),过点P作PM\bot直线l:x+1=0,M为垂足,则|PF|-r=|PM|,可得|PF|=|PM|+1,因此可得点P到定点F(2,0)和到直线l:x=-2的距离相等,即可求解[详解]由圆(x-2)^{2}+y^{2}=1可得,圆心F(2,0),半径r=1,设所求动圆圆心为P(x,y),过点P作PM\bot直线l:x+1=0,M为垂足则|PF|-r=|PM|,可得|PF|=|PM|+1.因此可得,点P的轨迹是到定点F(2,0)的距离和到直线l:x=-2的距离相等的点的由抛物线的定义可知,点P的轨迹是抛物线,定点F(2,0)为焦点,定直线l:x=-2是准线.所以抛物线的方程为y^{2}=8x

[120] 双曲线中a=3,b=4,c=5,右焦点F(5,0),\thereforer=d=4,\therefore圆的方程为(x-5)^{2}+y^{2}=16

[121] \becausePQ是经过F_{1}且垂直于x轴的双曲线的弦,\anglePF_{2}Q=90^{\circ}\therefore|PF_{1}|=|F_{1}F_{2}|,\frac{b^{2}}{a}=2c'\thereforee^{2}-2e-1=0,\thereforee=1\pm\sqrt{2},\becausee>1,\thereforee=1+\sqrt{2}

[122] 如图所示,F(1,0)\because|AF|=4,\thereforex_{A}+1=4,解得x_{A}=3.代入抛物线方程可得y_{A}=2\sqrt{3},或y_{A}=-2\sqrt{3}.故点A的坐标为(3,2\sqrt{3})或(3,-2\sqrt{3})

[123] 由题意得,焦点在x轴上,则10-m-(m+4)=4,解得m=1;焦点在y轴上,则m+4-(10-m)=4,解得m=5;综上,m=1或5.

[125] 抛物线C:y^{2}=2px(p>0)的焦点为F(\frac{p}{2},0)由|AF|=p,圆F:(x-\frac{p}{2})^{2}+y^{2}=p^{2},联立\begin{cases}(x-\frac{p}{2})^{2}+y^{2}\\y^{2}=2px\end{cases}=p^{2}得4x^{2}+4px-3p^{2}=0,又x_{B}>0,故x_{B}=\frac{p}{2}=x_{F'}故BF\botAFBF=y_{B}=p,故\angleB3AF=45^{\circ},\tan\angleBOF=\frac{BF}{OF}=\frac{p}{\frac{P}{2}}=2由\angleABO=\theta=\angleBOF-\angleBAF=\angleBOF-45^{\circ},由\angleABO=\theta=\angleBOF-\angleBAF=\angleBOF-45^{\circ},

[126] 设l:y=k(x-\frac{p}{2})(k\neq0),联立直线与抛物线方程,利用抛物线的定义以及根与系数的关系,结合已知条件列出方程,解出k^{2}详解】由题可设l:y=k(x-\frac{p}{2})(k\neq0),A(x_{1},y_{1}),B(x_{2},y_{2}),由|AB|=6|OF|得x_{1}+x_{2}+p=6\cdot\frac{p}{2},即x_{1}+x_{2}=2p.将y=k(x-\frac{p}{2})代入y^{2}=2px,整理得k^{2}x^{2}-(pk^{2}+2p)x+\frac{k^{2}p^{2}}{4}=0'则x_{1}+x_{2}=\frac{pk^{2}+2p}{k^{2}}=2p'解得k^{2}=2

[127] 设出直线l为x=my+\frac{p}{2},与抛物线C的方程联立,消去x,利用\overrightarrow{AF}=2\overrightarrow{FB},及韦达定理得出y_{A}与y_{B}的关系式,结合条件从而求出p的值.设过F的直线l为x=my+\frac{p}{2}与抛物线C:y^{2}=2px联立,得:\begin{cases}x=my+\frac{p}{2}\\y^{2}=2px\end{cases}消去x,得y^{2}=2p(my+\frac{p}{2}),整理,得y^{2}-2pmy-p^{2}=0,\thereforey_{A}y_{B}=-p^{2}又\because\overrightarrow{AF}=2\overrightarrow{FB},\thereforey_{A}=-2y_{B};y_{A}y_{B}=-p^{2}=-2y_{B}2,由弦AB的中点纵坐标为\frac{\sqrt{2}}{2}>0'\thereforeA在x轴上方,B在x轴下方y_{B}=-\frac{\sqrt{2}}{2}p',y_{A}=\sqrt{2}p.y_{A}+y_{B}=\frac{\sqrt{2}}{2}p^{=}\sqrt{2}\thereforep=2,\therefore抛物线C的方程为y2=4x

[129] 由|BF_{2}|=|F_{1}F_{2}|=2知a=2c=2,即a=2,c=1,b^{2}=a^{2}-c^{2}=3故椭圆的标准方程为\frac{y^{2}}{4}+\frac{x^{2}}{3}=1故填\frac{y^{2}}{4}+\frac{x^{2}}{3}=1睛】本题考查椭圆的标准方程,熟练掌握椭圆中各线段的值,是解本题的关键,属于基础题

[130] 根据题意,双曲线\frac{x2}{9}-\frac{y^{2}}{27}=1,其中a=3,c=6,又由P是双曲线上一点,则有||PF_{1}|-|PF_{2}|=2a=6,又由|PF_{1}|=7,则|PF_{2}|=1<c-a=3(舍去)或13,

[131] 由\begin{cases}x+y=1\\mx^{2}+ny2=1\end{cases}消去y整理得(m+n)x^{2}-2nx+n-1=0设A、B两点坐标分别为(x_{1},y_{1}),(x_{2},y_{2}),点M的坐标为(x_{0},y_{0})则x_{1}+x_{2}=\frac{2n}{m+n},x_{1}x_{2}=\frac{n-1}{m+n}所以x_{0}=\frac{x_{1}+x_{2}}{2}=\frac{n}{m+n},y_{0}=1-x_{0}=1-\frac{n}{m+n}=\frac{m}{m+n}所以点M的坐标为(\frac{n}{m+n},\frac{m}{m+n})故k_{OM}=\frac{y_{0}}{x_{0}}=\frac{m}{n}=2^{n}所以m=2n.\textcircled{1}又\overrightarrow{OA}\cdot\overrightarrow{OB}=x_{1}x_{2}+y_{1}y_{2}=x_{1}x_{2}+(1-x_{1}(1-x_{2})=2x_{1}x_{2}-(x_{1}+x_{2})+1=\frac{1}{3}所以2\times\frac{n-1}{m+n}-\frac{2n}{m+n}=-\frac{2}{3}整理得m+n=3.\textcircled{2}由\textcircled{1}\textcircled{2}解得m=2,n=1所以椭圆方程为2x^{2}+y^{2}=1答案:2x^{2}+y^{2}=1

[132] 因为直线y=2x-3与x轴交点坐标为(\frac{3}{2},0)又y=2x-3过抛物线C的焦点,则(\frac{3}{2},0)即为抛物线的焦点,所以\frac{p}{2}=\frac{3}{2},故p=3,

[133] 如图所示:分别过点M,N向准线作垂线,垂足为P,Q,过点N向PM作垂线,垂足为S,设|NF|=k,则|MF|=3k,又抛物线的定义可得|MP|=3k,|NR|=k,故可得|MS|=2k|MN|=k+3k=4k,\sin\angleMNS=\frac{1}{2},即\angleMNS=30^{\circ},故直线l的倾斜角为60^{\circ},直线l的斜率为\sqrt{3},

[134] \frac{x2}{k-5}+\frac{y^{2}}{3-k}=-1\therefore\frac{x^{2}}{5-k}+\frac{y^{2}}{k-3}=1\therefore\begin{cases}5-k>0\\k-3>0\\5-k\neqk-3\end{cases}解不等式得取值范围(3,4)\cup(4,5)

[137] 由椭圆方程可得其右焦点为(2,0),\because抛物线的准线经过椭圆的右焦点,\therefore\frac{p}{2}=2,解得p=4.

[139] 设抛物线的方程:y^{2}=2px(p>0),由准线方程x=-3可得\frac{p}{2}=3,即p=6,抛物线的标准方程为y^{2}=12x,焦点坐标F(3,0)圆C_{2}:(x\cdot3)^{2}+y^{2}=1的圆心为(3,0),半径为1由直线AB过抛物线的焦点,利用极坐标,可设A(\rho_{1},\theta),B(\rho_{2},\pi+0)由\rho=\frac{p}{1-\cos\theta},可得\frac{1}{|AF|}+\frac{1}{BF}=\frac{1-\cos\theta}{p}+\frac{1+\cos\theta}{p}=\frac{2}{p}=\frac{1}{3}|AM|+\frac{1}{4}|BM|=|AF|\cdot1+\frac{1}{4}(|BF|+1)=|AF|+\frac{1}{4}|BF|-\frac{3}{4}=3(\frac{1}{1AF}|+\frac{1}{|BF|})(|AF|+\frac{1}{4}|BF|)-\frac{3}{4}+\frac{|AF|}{|BF|}+\frac{|BF|}{4|AF|})-\frac{3}{4}\geqslant3(\frac{5}{4}+2\sqrt{\frac{1}{4}})-\frac{3}{4}=6,当且仅当|BF|=2|AF|=9时取得等号,则|AM|+\frac{1}{4}|BM|的最小值为6.

[140] 由题意m>0,所以c=\sqrt{m+9}=\frac{4\sqrt{3}}{3},解得m=3

[141] 双曲线\frac{x^{2}}{a^{2}}-\frac{y^{2}}{b^{2}}=1(a>0,b>0)的两条渐近线的方程为bx\cdotay=0或bx+ay=0点P(x_{0},y_{0})到两条渐近线的距离之积为\frac{|bx_{0}-ay_{0}|}{\sqrt{a^{2}+b^{2}}}.\frac{|bx_{0}+ay_{0}|}{\sqrt{a^{2}+b^{2}}}=\frac{2}{5}ab即\frac{|b^{2}x_{0}^{2}-a^{2}y_{0}|}{a^{2+b^{2}}=\frac{2}{5}ab'又点P(x_{0},y_{0})满足双曲线的方程,\thereforeb^{2}x_{0}^{2}-a^{2}y_{0}^{2}=a^{2}b^{2}\therefore\frac{b^{2}a^{2}}{a^{2}+b^{2}}=\frac{2}{5}ab,即2a^{2}+2b^{2}=5ab,\thereforeb=2a或b=\frac{1}{2}a,则c=\frac{c}{a}=\sqrt{1+\frac{b^{2}}{a^{2}}}=\sqrt{5}或\frac{\sqrt{5}}{2}.故填\sqrt{5}或\frac{\sqrt{5}}{2}.

[143] 由题意抛物线的焦点为(0,1),准线为y=-1,该点到焦点距离为6时,可得y+1=6,即y=5时,解得x=\pm2\sqrt{5}.

[145] 由题意得|\overrightarrow{PF_{2}}|=2,由焦点三角形面积公式S=b^{2}\cot45^{\circ}=\frac{1}{2}\timesPF_{1}\timesPF_{2}=6,所以b^{2}=6,渐近线为y=\pm\frac{\sqrt{6}}{2}x

[147] \because点P到直线y=-1的距离比它到点(0,3)的距离小2.\therefore点P到直线y=-3的距离与它到点(0,3)的距离相等\therefore点P的轨迹是以(0,3)为焦点、直线l:y=-3为准线的抛物线因此,设P的轨迹方程为x^{2}=2py,(p>0),可得\frac{1}{2}p=3,解得p=6,2p=12,\therefore动点P的轨迹方程为x2=12v.

[148] 设双曲线方程为:mx^{2}+ny^{2}=1(mn<0),由题意可知:\begin{cases}8m+n=1\\\sqrt{-\frac{m}{n}}=\frac{1}{2}\end{cases}解得:\begin{cases}m=\frac{1}{4}\\n=1\end{cases}双曲线的方程为:x^{2}-y2=1.

[149] 在双曲线\frac{x^{2}}{4}-\frac{y^{2}}{5}=1中,a=2,b=\sqrt{5},则c=\sqrt{a^{2}+b^{2}}=3因此,双曲线\frac{x^{2}}{4}-\frac{y^{2}}{5}=1的焦距为2c=6.

[151] 由题意得,双曲线的右焦点F(\sqrt{13},0),其中一条渐近线的方程为y=\frac{2}{3}x\Rightarrow2x-3y=0,所以焦点到渐近线的距离为d=\frac{2\sqrt{13}}{\sqrt{2^{2}+3^{2}}}=2

[152] 圆C方程可化为x^{2}+(y-5)^{2}=3^{2},故圆心为(0,5),半径r=3.由于圆C上有且仅有三个点到双曲线\frac{x^{2}}{a^{2}}-\frac{y^{2}}{b^{2}}=1的一条渐近线的距离为1,所以圆心到渐近线的距离为2.不妨设双曲线的一条渐近线为y=\frac{b}{a}x,即bx-ay=0,由点到直线距离公式得\frac{|-5a|}{\sqrt{a^{2}+b^{2}}}=\frac{5a}{c}=2,e=\frac{c}{a}=\frac{5}{2}

[153] 根据抛物线的定义可知,点P到抛物线y^{2}=4x的准线的距离等于其到焦点F(1,0)的距离,所以点P到点Q的距离与点P到抛物线的准线的距离之和等于|PF|与P到圆x^{2}+(y-4)^{2}=1的圆心C(0,4)的距离之和减去半径1的值,直线FC的方程为y=-4x+4,由方程组\begin{cases}y=-4\\y=2=4x\end{cases}4x+4\_可得x=\frac{9-\sqrt{17}}{8}.

[156] 由题意得抛物线y^{2}=8x的焦点为F(2,0),准线方程为x=-2.又点P是抛物线上一点,点Q是圆(x-2)^{2}+y^{2}=1上任意一点\therefore|PQ|_{\max}=|PF|+1,\therefore\frac{|PA^{2}}{|PQ|}\geqslant\frac{|PA|^{2}}{|PF|+1}令t=|PF|+1,点P的坐标为(x_{P},y_{P})则x_{P}=|PF|-2=t-3,\therefore|PA|^{2}=(x_{P}-3)^{2}+y_{P}^{2}=(x_{P}-3)^{2}+8x_{P}=(t-3-3)^{2}+8(t-3)=t^{2}-4t+12|PA|^{2}|=\frac{t^{2}-4t+12}{t}=t+\frac{12}{t}-4\geqslant2\sqrt{t\cdot\frac{12}{t}}-4=4\sqrt{3}-4,当且仅当t=\frac{12}{t},即t=2\sqrt{3}时等号成立.\frac{|PA|^{2}}{|PO|}的最小值为4\sqrt{3}-4

[157] 分析:先写出双曲线的渐近线方程,再求b的值得解.由题得双曲线的渐近线方程为y=-\frac{b}{2}x,\therefore-\frac{b}{2}=-\frac{3}{2},\thereforeb=3

[158] 设P(x_{0},y_{0}),则y_{0}^{2}=4x_{0},|PF|=x_{0}+1.\because抛物线y^{2}=4x的焦点F,点A(4,0),且|PA|=2|PF|\sqrt{(x_{0}-4)^{2}+y_{0}^{2}}=2(x_{0}+1),即4(x_{0}+1)^{2}=(x_{0}-4)^{2}+4x_{0}x_{0}>0\thereforex_{0}=-2+2\sqrt{2}\therefore|PF|=2\sqrt{2}-2+1=2\sqrt{2}

[160] 利用正弦定理表示出\sin\anglePF_{2}F_{1}+\sin\anglePF_{1}F_{2}=\frac{4}{t},再求t,再利用t=\frac{|F_{1}F_{2}|}{\sin\angleF_{1}PF_{2}}求\sin\angleF_{1}PF_{2}的最大值即可.在\trianglePF_{1}F_{2}中,由正弦定理得\frac{|PF_{2}|}{\sin\anglePF_{1}F_{2}}=\frac{|PF_{1}|}{\sin\anglePF_{2}F_{1}}=\frac{|F_{1}F_{2}|}{\sin\angleF_{1}PF_{2}}=t所以\frac{|PF_{1}|}{t}=\sin\anglePF_{2}F_{1}'\frac{|PF_{2}|}{t}=\sin\anglePF即求\frac{|FF|}{t}=\sin\anglePF_{2}F_{1}'\frac{|FF_{2}|}{t}=\sin\anglePF_{1}F_{2}'也就是求t的最小值,而\frac{|F_{1}F_{2}|}{\sin\angleF_{1}PF_{2}}=\frac{2\sqrt{3}}{\sin\angleF_{1}PF_{2}}=t'即\sin\angleF_{1}PF_{2}最大时由椭圆的性质知当P为椭圆上顶点时\angleF_{1}PF_{2}最大,此时,a=2,b=1,c=\sqrt{3}所以\angleF_{1}PF_{2}=120^{\circ},所以\sin\angleF_{1}PF_{2}的最大值是1t=\frac{2\sqrt{3}}{1}=2\sqrt{3},所以\sin\anglePF_{2}F+\sin\anglePF_{1}F=\frac{4}{2\sqrt{3}}=\frac{2\sqrt{3}}{3}

[161] 分析:求出抛物线的焦点坐标,利用抛物线的定义转化求解即可详y^{2}=4\sqrt{2}x的焦点坐标(\sqrt{2},0),曲线y^{2}=4\sqrt{2}x上一点M到它的焦点F的距离为4M的横坐标为:3\sqrt{2},纵坐标为:\pm2\sqrt{6}O为坐标原点,则\triangleMFO的面积为:\frac{1}{2}\times\sqrt{2}\times2\sqrt{6}=2\sqrt{3}

[163] 设t=2x+3y,联立\begin{cases}t=2x+3y\\2x^{2}+3y^{2}=6\end{cases},消去y,可得出关于x的二次方程,利用4\geqslant0求出t的取值范围,由此可求得结果设t=2x+3y,联立\begin{cases}t=2x+3y\\2x^{2}+3y^{2}=6\end{cases},消去y可得10x^{2}-4tx+t^{2}-18=0则A=16t^{2}-4\times10\times(t^{2}-18)=24\times(30-t^{2})\geqslant0,解得-\sqrt{30}\leqslantt\leqslant\sqrt{30}因此,2x+3y的最大值为\sqrt{30}

[164] 由x=2y2可得抛物线的标准方程为y^{2}=\frac{1}{2}x,可知其焦点坐标为(\frac{1}{8},0).

[165] 根据抛物线的定义,点P到焦点的距离等于它到准线的距离列式求解可得p的的值根据抛物线的定义可知,点P到焦点的距离等于它到准线y=-\frac{p}{2}的距离,所以\frac{p}{2}=3,得p=6

[168] 由\begin{cases}3x+5y-1=0\\\frac{x^{2}}{a^{2}}+\frac{y^{2}}{b^{2}}=1\end{cases},得(25b^{2}+9a^{2})x^{2}+6a^{2}x+a^{2}-25a2b^{2}=0由韦达定理得:x_{1}+x_{2}=所以MN中点为P(-\frac{3a^{2}D}{25b^{2}+9a^{2}},因为直线OP的斜率等于\frac{3}{5}所以k_{OP}=\frac{5b^{2}}{3a^{2}}=\frac{3}{5}解得\frac{b^{2}}{a^{2}}=\frac{9}{25}所以e=\frac{c}{a}=\sqrt{1-\frac{b^{2}}{a^{2}}}=\frac{4}{5}

[172] 因为双曲线的方程为\frac{x^{2}}{20}-\frac{y^{2}}{5}=1所以可得a^{2}=20,b^{2}=5c^{2}=a^{2}+b^{2}=25\Rightarrow2c=10,所以双曲线的焦距2c=10.

[174] 因为双曲线的渐近线为y=3x,可知\frac{b}{a}=3,又由方和可知b=9,所以解得,a=3,答案:3

[175] 椭圆\frac{x^{2}}{25}+\frac{y^{2}}{16}=1中,长半轴长a=5AB是过左焦点F_{1}的弦,且|AF_{2}|+|BF_{2}|=12,又根据椭圆定义,有|AF_{2}|+|BF_{2}|+|AB|=4a=20则弦AB的长是20-12=8均答家为:8

[177] 双曲线的一条渐近线为y=\frac{3}{4}x=\frac{b}{a}x,则3a=4b,3x-4y=0.焦点F(c,0)到渐近线3x-4y=0的距离为3,则d=\frac{|3q}{5}=3'c=5.由\begin{cases}3a=4b\\b^{2}=c^{2}-a^{2}=25-a\end{cases}解得\begin{cases}a^{2}=16\\b^{2}=9\end{cases}则双曲线的方程为\frac{x^{2}}{16}-\frac{y^{2}}{9}=1

[179] 由抛物线的标准方程可知点F为抛物线的焦点,作出准线l如图所示,任取抛物线上的点P,作P\botl于点P',则PF=PP',故:PE+PF=PE+PP'结合几何关系可知当点E,P,P三点共线时距离之和取得最小值:3+1=4.

[180] 由题意F(\frac{p}{2},0),设A(x,y),因为AF的中点的横坐标为1,所以\frac{p}{2}+x=2,即x=2-\frac{p}{2}因为抛物线上任一点到焦点的距离等于到准线的距离,所以|AF|=x+\frac{p}{2}=2-\frac{p}{2}+\frac{p}{2}=2故答家为2青】木题主要老杳抛物线的定义和简单性后,尾干其科题型

[181] 由椭圆方程知:a=5,而|AF_{1}|+|AF_{2}|=|BF_{1}|+|BF_{2}|=2a,又\triangleABF_{2}的周长是(|AF_{1}|+|AF_{2}|)+(|BF_{1}|+|BF_{2}|)=4a=20.

[182] 设P(x,y)为椭圆上的动点,由于椭圆方程为\frac{x^{2}}{16}+\frac{y^{2}}{12}=1,故-4\leqslantx\leqslant4.|MP|^{2}=(x-m)^{2}+y^{2}=(x-m)^{2}+12(1-\frac{x^{2}}{16})=\frac{1}{4}(x-4m)^{2}+12-3m^{2}\because当|MP|最小时,点P恰好落在椭圆的右顶点,即当x=4时,|MP|^{2}取得最小值,而x\in[-4,4],故有4m\geqslant4,解得m\geqslant1.又点M在椭圆的长轴上,所以-4\leqslantm\leqslant4.故实数m的取值范围是[1,4]

[184] 已知抛物线y^{2}=8x,则其焦点F坐标为(2,0)双曲线\frac{x^{2}}{3}-\frac{y^{2}}{n}=1的右焦点为(\sqrt{3+n},0)所以\sqrt{3+n}=2,解得n=1,

[186] 由题意椭圆的长轴为A_{1}A_{2},B为短轴的一端点,若\angleA_{1}BA_{2}=120^{\circ},得出\angleA_{1}A_{2}B=30^{\circ}故\angleA_{2}BO=60^{\circ},由此知\frac{b}{a}=\frac{\sqrt{3}}{3},即\frac{b^{2}}{a^{2}}=\frac{1}{3},即\frac{a2-c^{2}}{a^{2}}=\frac{1}{3}整理得1-e^{2}=\frac{1}{3}解得e=\frac{\sqrt{6}}{3}

[188] 依题意PF_{1}\botPF_{2},故|PF_{1}|=2c\cdot\cos\alpha,|PF_{2}|=2c\cdot\sin\alpha,因此e=\frac{2c}{2a}=\frac{2c}{|PF_{1}|-|PF_{2}|}=\frac{1}{\cos\alpha-\sin\alpha}.

[189] 由点M是线段PF中点,椭圆中原点O是两焦点的中点,从而出现中位线,利用椭圆性质可以得出等量关系.设右焦点为F连接PF\frac{x^{2}}{9}+\frac{y^{2}}{5}=1\Rightarrowa=3,b=\sqrt{5},c=2,又O,M分别是FF,PF中点,所以PF=2OM=2OF=2c=4,且PF+PF=2a=6\RightarrowPF=2,FF=4,有余弦定理可知:\cos\anglePFF=\frac{PF^{2}+PF^{2}-FF^{2}}{2PF\timesPF}=\frac{4+16-16}{2\times2\times4}=\frac{1}{4}\thereforek=\tan\anglePFF'=\sqrt{15}.所以填\sqrt{15}

[190] 取特殊位置BF\botx轴,此时\angleBFA=90^{\circ},\angleBAF=(\frac{90}{e})^{\circ},AF=a+c,将x=c代入抛物线得y=\pm\frac{b^{2}}{a},所以_{B}(c,\frac{b^{2}}{a}),\tan\angleBAF=\frac{BF}{AF}=\frac{b^{2}}{a+c}=e-1'可得\tan(\frac{90}{e})^{\circ}=e-1,分别讨论e>2,e=2,1<e<2可得e=2,进而可求得渐近线方程为y=\pm\frac{b}{a}x如图:因为\frac{\angleBFA}{\angleBAF}=e恒成立,取特殊位置BF\botx轴时,此时\angleBFA=90^{\circ},所以\angleBAF=(\frac{90}{e})^{\circ}在Rt\triangleABF中,\tan\angleBAF=\frac{BF}{AF}双曲线C:\frac{x^{2}}{a^{2}}-\frac{y^{2}}{b^{2}}=1(a>0,b>0)中,AF=a+c.将x=c代入双曲线方程得\frac{c^{2}}{a^{2}}-\frac{y^{2}}{b^{2}}=1,整理可得:y=\pm\frac{b^{2}}{a}取点_{B}(c,\frac{b^{2}}{a})位于第一象限,所以_{BF}=\frac{b^{2}}{a},则_{\tan\angleBAF}=\frac{BF}{AF}=\frac{\frac{b^{2}}{a}}{a+c}=\frac{b^{2}}{a(a+c)}=\frac{c2-a^{2}}{a(a+c)}=\frac{c-a}{a}=e-1所以_{\tan}\angleBAF=\tan(\frac{90}{e})^{\circ}=e-1当e>2时,e-1>1,\tan(\frac{90}{e})^{\circ}<\tan45^{\circ}=1'此时不符合题意,故不成立,当1<e<2时,e-1<1,\tan(\frac{90}{e})^{\circ}>\tan45^{\circ}=1'此时不符合题意,故不成立当e=2时,\tan(\frac{90}{e})^{\circ}=\tan45^{\circ}=1=e-1,所以e=2,即\frac{c}{a}=2,可得\frac{c^{2}}{a^{2}}=\frac{a2+b^{2}}{a^{2}}=4,所以b^{2}=3a^{2}.所以\frac{b^{2}}{a^{2}}=3,\frac{b}{a}=\pm\sqrt{3}所以双曲线的渐近线方程为y=\pm\sqrt{3}x,

[192] 抛物线x^{2}=-2y的焦点(0,-\frac{1}{2}),准线方程为y=\frac{1}{2}所以该抛物线的焦点到准线的距离为1

[193] 由于|PF_{2}|+|QF_{2}|PQ|(PF_{2}|-|PF_{1}D+(QF_{2}|-|QF_{1}D=4a=16

[195] 设P点的坐标为P(x,y)由题意可知,双曲线的渐近线方程为:y=\pm\frac{\sqrt{2}}{2}x因为P到双曲线中心的距离为3,则有x^{2}+y^{2}=9,即x^{2}+y^{2}=\frac{3}{2}x^{2}=9解得:|x|=\sqrt{6},所以点P到y轴的距离为\sqrt{6}.

[196] 由AMPF\simANQF,又\overrightarrow{MN}=2\overrightarrow{NF},得x=\frac{1}{6}p\textcircled{1},又由S_{AOFN}=\frac{1}{2}|OF||NQ|=\sqrt{3},得x=\frac{24}{p^{3}}\textcircled{2},结合\textcircled{1}\textcircled{2},即可得到本题答案假设点M在准线的上半部分,准线与x轴交点为P,作NQ垂直x轴,垂足为Q,设点N(x,y).易得,AMPF\sim4NQF,又\overrightarrow{MN}=2\overrightarrow{NF},所以|QF|=\frac{1}{3}|PF|=\frac{1}{3}p,则x=\frac{1}{6}p\textcircled{1};又S_{AOFN}=\frac{1}{2}|OF||NQ|=\frac{1}{2}\cdot\frac{p}{2}\cdoty=\sqrt{3},得y=\frac{4\sqrt{3}}{D}代入抛物线方程y^{2}=2px(p>0),得x=\frac{24}{n3}\textcircled{2},联立\textcircled{1}\textcircled{2}得,p=2\sqrt{3}

[197] 由题意得M(-\frac{p}{2},0),设过点M切线方程为x=my-\frac{p}{2},代入y^{2}=2px得y^{2}-2pmy+p^{2}=0\therefore4=4p^{2}m^{2}-4p^{2}=0\thereforem=\pm1,即k=\pm1,MQ\botMP,因此\anglePMQ=\frac{\pi}{2}

[198] 首先将已知的双曲线方程转化为标准方程\frac{y^{2}}{64}-\frac{x^{2}}{16}=1,然后根据双曲线的定义知双曲线上的点P到两个焦点的距离之差的绝对值为16,即可求出点P到另一个焦点的距离为17.

[199] 如图所示,设l为抛物线的准线,作BE\botl于点E,MF\botl于点F,AD\botl于点D,则AD+BE=2MF=10,由抛物线的定义有:AB=AD+BE=10.

[200] 因为x^{2}-y^{2}=1所以渐近线方程为x^{2}-y^{2}=0即为x\pmy=0

